Date of joining,Gender,Company Type,WFH Setup Available,Level,Resource Allocation,Mental Fatigue Score,Burn Rate
10/3/2008,Male,Service,Yes,2,3,6,0.45
14/11/2008,Male,Service,No,2,5,4.7,0.37
3/4/2008,Male,Product,Yes,1,3,6,0.51
28/09/2008,Female,Product,No,1,4,5.6,0.44
30/03/2008,Female,Service,No,3,5,6.1,0.52
28/07/2008,Female,Service,Yes,4,7,8.6,0.78
25/01/2008,Male,Service,No,3,6,7.2,0.56
10/8/2008,Female,Service,Yes,2,3,4.5,0.25
9/6/2008,Female,Service,Yes,1,2,4.8,0.28
17/09/2008,Male,Service,Yes,1,3,5.2,0.34
7/8/2008,Male,Service,No,4,6,7.8,0.61
28/09/2008,Male,Service,No,3,4,8.9,0.79
15/04/2008,Female,Service,Yes,2,4,5.7,0.4
2/6/2008,Female,Service,Yes,1,3,5.5,0.46
29/10/2008,Female,Service,Yes,1,3,5.9,0.42
8/11/2008,Male,Service,Yes,3,6,7.8,0.66
10/8/2008,Female,Service,Yes,1,3,4.5,0.36
17/06/2008,Male,Service,No,2,5,7.4,0.65
1/11/2008,Male,Service,Yes,1,2,4.5,0.28
13/11/2008,Female,Product,No,2,3,4,0.22
24/10/2008,Female,Service,Yes,2,5,5.1,0.36
14/04/2008,Female,Service,No,3,7,8,0.76
5/8/2008,Female,Service,No,1,2,5.1,0.43
15/12/2008,Male,Service,Yes,2,3,6.3,0.43
28/03/2008,Male,Product,No,0,1,0.9,0.06
29/02/2008,Female,Service,Yes,2,4,2.9,0.21
28/09/2008,Female,Service,No,3,7,6.8,0.51
14/08/2008,Female,Service,Yes,4,8,8.3,0.81
8/8/2008,Female,Product,Yes,3,5,6.9,0.49
27/03/2008,Female,Product,Yes,1,1,1,0.05
17/12/2008,Female,Service,Yes,2,4,4.3,0.38
11/6/2008,Male,Service,Yes,4,8,7.2,0.54
1/3/2008,Female,Service,Yes,3,4,6.3,0.5
28/05/2008,Female,Product,No,0,2,3.9,0.19
2/10/2008,Female,Service,No,2,4,5.9,0.52
21/02/2008,Female,Service,Yes,1,2,6,0.38
25/01/2008,Male,Service,No,2,5,6.3,0.51
28/12/2008,Female,Service,Yes,3,5,5.2,0.44
4/2/2008,Female,Product,Yes,2,5,7.1,0.49
22/06/2008,Female,Product,Yes,1,1,3.4,0.21
1/12/2008,Female,Service,Yes,2,5,7.2,0.49
1/7/2008,Female,Product,Yes,0,2,3.7,0.17
14/12/2008,Male,Product,Yes,2,6,7.6,0.64
3/9/2008,Male,Service,Yes,3,7,6.8,0.64
30/04/2008,Male,Service,No,2,5,8.1,0.62
15/09/2008,Female,Service,Yes,2,4,4.4,0.39
24/02/2008,Female,Service,No,4,7,7.5,0.62
31/07/2008,Male,Service,Yes,1,1,0.5,0
25/08/2008,Female,Service,No,4,7,7.2,0.7
30/11/2008,Male,Service,No,3,5,8.2,0.63
19/07/2008,Female,Service,Yes,2,4,4.7,0.27
27/09/2008,Male,Service,Yes,3,8,8.4,0.89
30/03/2008,Male,Service,Yes,2,5,8.1,0.64
16/11/2008,Female,Service,No,2,4,6.1,0.43
26/10/2008,Female,Service,Yes,1,2,4.5,0.21
9/6/2008,Male,Service,No,3,7,9.9,0.9
19/12/2008,Female,Service,Yes,2,3,5,0.4
11/10/2008,Male,Service,No,2,4,6.6,0.53
24/05/2008,Female,Product,No,1,1,2.9,0.24
25/10/2008,Male,Product,Yes,2,4,7.6,0.6
2/5/2008,Female,Service,No,3,6,5.8,0.47
4/8/2008,Female,Service,Yes,3,6,6.7,0.61
21/07/2008,Female,Service,No,3,6,6.1,0.51
17/05/2008,Female,Service,No,2,5,5.7,0.55
30/08/2008,Female,Product,Yes,3,5,5.4,0.48
29/03/2008,Male,Product,No,2,6,8.5,0.76
28/02/2008,Male,Service,No,3,7,9,0.84
28/11/2008,Female,Service,Yes,2,5,6,0.43
13/12/2008,Male,Product,Yes,2,3,4.3,0.37
24/12/2008,Female,Product,Yes,3,5,5.8,0.48
21/12/2008,Female,Service,Yes,3,4,5.8,0.49
26/12/2008,Female,Service,No,3,6,6.9,0.54
30/11/2008,Male,Service,No,3,6,8.1,0.68
22/07/2008,Female,Product,Yes,2,5,7.7,0.59
8/7/2008,Male,Product,No,4,8,8,0.7
23/04/2008,Female,Service,No,2,5,6,0.39
21/03/2008,Male,Product,Yes,4,7,6.1,0.55
2/10/2008,Female,Product,Yes,3,5,6.1,0.47
28/08/2008,Female,Product,No,2,4,5.9,0.54
2/5/2008,Female,Service,No,4,6,7.6,0.67
8/3/2008,Male,Product,Yes,2,2,3.4,0.15
28/12/2008,Male,Product,No,3,7,8.7,0.86
10/5/2008,Female,Service,Yes,2,3,4.8,0.25
28/01/2008,Female,Service,Yes,1,3,6.2,0.45
9/3/2008,Female,Service,Yes,2,4,3,0.2
3/8/2008,Male,Product,No,3,4,5.2,0.37
8/9/2008,Male,Product,Yes,1,2,4.2,0.21
5/6/2008,Female,Product,Yes,3,5,5.4,0.45
19/03/2008,Female,Product,No,1,3,5.7,0.45
15/07/2008,Male,Product,Yes,2,3,5,0.33
7/3/2008,Female,Service,No,1,1,2.8,0.08
21/02/2008,Female,Service,Yes,1,1,5.9,0.12
12/8/2008,Female,Service,No,2,3,5.7,0.33
19/12/2008,Female,Product,Yes,4,8,8,0.72
20/10/2008,Male,Product,No,2,5,6.2,0.43
13/07/2008,Female,Service,No,3,9,9.3,0.91
5/10/2008,Male,Service,Yes,2,5,6.1,0.57
13/03/2008,Female,Product,Yes,2,4,5,0.32
25/12/2008,Male,Product,No,3,6,7.4,0.56
14/03/2008,Female,Service,No,2,3,1.8,0.14
7/3/2008,Female,Service,Yes,3,4,4.8,0.42
18/08/2008,Female,Product,Yes,3,6,5.9,0.46
17/08/2008,Female,Product,No,1,2,5.9,0.41
26/04/2008,Female,Service,No,2,5,5.9,0.56
10/2/2008,Female,Service,Yes,2,4,4.7,0.42
7/8/2008,Female,Service,No,3,5,4.3,0.32
21/04/2008,Female,Service,No,1,4,3.8,0.3
16/07/2008,Female,Product,No,3,5,5,0.39
22/01/2008,Male,Service,No,3,7,8.3,0.83
3/1/2008,Male,Service,Yes,0,2,2.3,0.15
26/02/2008,Male,Service,No,4,7,6.7,0.66
16/09/2008,Male,Service,No,2,4,8.4,0.64
29/10/2008,Female,Service,Yes,3,5,6.2,0.45
30/06/2008,Female,Product,No,0,1,4.1,0.34
30/11/2008,Male,Service,No,2,4,7.5,0.53
2/2/2008,Female,Service,No,4,7,7,0.63
9/3/2008,Female,Service,Yes,0,1,4,0.22
8/2/2008,Male,Service,No,3,7,7.8,0.57
14/11/2008,Female,Service,Yes,2,4,5.2,0.4
13/02/2008,Male,Service,No,3,5,6.7,0.46
27/11/2008,Female,Service,Yes,2,4,5.7,0.47
7/10/2008,Female,Service,Yes,2,2,5.9,0.29
11/1/2008,Male,Service,Yes,1,1,0.2,0
19/06/2008,Male,Product,No,4,6,8.2,0.68
10/1/2008,Female,Service,Yes,3,5,5.2,0.45
28/12/2008,Female,Service,No,1,2,5.9,0.09
1/6/2008,Male,Service,Yes,4,8,7.8,0.73
12/4/2008,Male,Service,No,1,1,2.4,0.13
6/3/2008,Male,Service,No,3,5,8.5,0.67
20/09/2008,Male,Product,No,3,6,6.1,0.48
9/4/2008,Male,Product,Yes,2,4,3.2,0.27
6/8/2008,Female,Product,Yes,1,1,0.7,0.03
28/06/2008,Male,Service,Yes,3,7,7.5,0.61
18/06/2008,Male,Service,No,2,7,8.5,0.7
27/10/2008,Male,Product,No,3,5,5.3,0.34
6/2/2008,Male,Product,Yes,4,7,7.4,0.53
18/09/2008,Male,Service,No,5,9,8.6,0.8
17/05/2008,Female,Product,No,2,7,5.9,0.73
9/12/2008,Male,Product,No,2,5,6,0.56
30/09/2008,Male,Service,No,2,5,8.2,0.66
7/4/2008,Male,Product,No,3,4,5.7,0.52
28/02/2008,Male,Service,No,2,4,5.7,0.41
25/04/2008,Male,Service,No,3,5,5.2,0.43
21/09/2008,Female,Product,Yes,0,1,3.5,0.2
17/02/2008,Female,Service,Yes,1,2,1.6,0.12
30/12/2008,Female,Product,Yes,2,6,7.1,0.55
26/03/2008,Female,Product,Yes,1,4,4.8,0.43
26/02/2008,Female,Service,No,0,1,2.1,0.12
23/10/2008,Female,Product,No,2,3,4.8,0.38
11/10/2008,Female,Service,Yes,1,2,4.5,0.24
27/05/2008,Male,Service,Yes,2,4,4.7,0.38
21/12/2008,Male,Product,Yes,2,3,3.1,0.16
24/01/2008,Female,Product,No,4,7,6.8,0.57
24/01/2008,Male,Service,No,3,6,7.8,0.61
17/03/2008,Male,Service,No,4,7,8.5,0.66
25/02/2008,Male,Product,Yes,3,7,7.2,0.56
30/05/2008,Female,Service,No,4,10,10,0.98
14/09/2008,Female,Product,Yes,2,4,6.6,0.5
3/12/2008,Female,Product,No,3,5,4.9,0.44
12/5/2008,Male,Service,No,4,7,9.2,0.79
17/05/2008,Female,Service,Yes,2,3,5.3,0.42
24/09/2008,Female,Service,No,1,1,0,0
18/06/2008,Female,Service,Yes,3,7,7.4,0.54
18/09/2008,Male,Product,Yes,2,4,3.3,0.2
16/10/2008,Female,Service,No,2,5,3.9,0.34
14/11/2008,Female,Service,Yes,3,5,7.1,0.66
6/8/2008,Female,Service,No,1,4,5.5,0.39
10/2/2008,Male,Product,No,3,5,6,0.37
29/01/2008,Male,Service,Yes,1,3,5.3,0.41
18/10/2008,Male,Service,Yes,2,4,5.7,0.47
6/9/2008,Female,Service,Yes,1,2,5.4,0.48
7/6/2008,Male,Product,No,3,6,5.9,0.63
21/01/2008,Male,Product,No,1,2,5.1,0.42
13/10/2008,Female,Service,Yes,2,4,5.2,0.41
8/2/2008,Male,Service,No,2,4,5.2,0.35
17/09/2008,Female,Product,Yes,3,5,5.7,0.47
19/10/2008,Female,Service,Yes,1,2,5.6,0.42
17/01/2008,Male,Service,No,3,7,6.8,0.55
22/03/2008,Male,Product,No,1,3,3.1,0.24
15/12/2008,Female,Product,No,2,4,6.9,0.52
3/3/2008,Male,Product,No,3,4,5.9,0.45
8/3/2008,Female,Product,No,3,4,5.9,0.39
27/01/2008,Female,Service,Yes,1,2,5.9,0.36
27/04/2008,Female,Product,No,3,5,4.9,0.42
30/07/2008,Male,Service,No,1,4,7.1,0.54
14/02/2008,Male,Service,No,3,5,5.2,0.42
20/12/2008,Male,Service,Yes,3,5,8.1,0.62
12/5/2008,Female,Service,Yes,2,5,4.8,0.43
25/12/2008,Female,Service,Yes,0,1,5,0.26
11/3/2008,Female,Product,No,2,3,5.9,0.36
17/09/2008,Male,Service,Yes,3,5,6.5,0.42
4/10/2008,Male,Service,No,1,2,2.5,0.13
20/11/2008,Female,Service,No,3,5,5.5,0.46
3/4/2008,Female,Service,No,4,8,7.8,0.69
24/05/2008,Male,Service,No,2,5,7.9,0.58
7/12/2008,Male,Service,Yes,1,2,3.5,0.28
21/04/2008,Female,Product,Yes,1,4,5.5,0.41
21/09/2008,Female,Service,No,1,3,6,0.42
9/9/2008,Female,Service,Yes,5,8,8.8,0.76
9/5/2008,Female,Product,Yes,2,4,6.1,0.5
28/02/2008,Female,Service,Yes,1,3,3.2,0.24
20/04/2008,Male,Product,No,2,6,6.8,0.53
4/7/2008,Male,Service,No,2,7,8.4,0.77
26/11/2008,Male,Service,No,3,6,6.9,0.59
11/3/2008,Male,Service,Yes,0,1,2.1,0.12
13/04/2008,Female,Product,No,1,2,4.7,0.4
17/03/2008,Female,Service,Yes,2,5,7.9,0.65
8/10/2008,Male,Product,Yes,3,6,6,0.56
24/06/2008,Male,Service,Yes,3,8,8.3,0.75
13/08/2008,Female,Product,No,4,7,6.7,0.53
23/01/2008,Male,Service,Yes,3,6,5.6,0.34
13/10/2008,Male,Service,No,2,4,6.7,0.67
31/05/2008,Female,Service,Yes,1,3,5.3,0.41
2/12/2008,Female,Service,Yes,2,4,4.4,0.28
16/01/2008,Female,Product,Yes,3,5,5.6,0.39
24/07/2008,Female,Service,Yes,1,4,5.4,0.46
7/7/2008,Male,Service,No,2,5,4.9,0.3
2/5/2008,Male,Service,Yes,3,6,7.5,0.54
18/02/2008,Female,Product,Yes,1,3,5.6,0.34
4/4/2008,Female,Product,No,3,8,8.1,0.72
4/2/2008,Male,Service,Yes,2,5,6.4,0.47
13/10/2008,Female,Service,Yes,3,5,5.8,0.43
14/11/2008,Male,Service,No,4,6,6,0.55
25/08/2008,Female,Service,Yes,0,1,2.2,0.1
9/7/2008,Male,Product,No,2,6,7.2,0.61
29/06/2008,Female,Service,Yes,0,1,2.9,0.15
31/03/2008,Female,Service,No,3,7,8.3,0.75
23/06/2008,Male,Service,Yes,2,5,5.2,0.35
26/02/2008,Female,Service,No,0,1,5.9,0.25
27/04/2008,Male,Product,No,0,1,4.7,0.26
9/1/2008,Male,Service,No,5,10,8.6,0.73
11/4/2008,Male,Service,No,4,8,8.7,0.77
5/9/2008,Male,Service,Yes,2,3,4.5,0.33
6/10/2008,Female,Service,No,1,3,4.2,0.35
21/08/2008,Male,Service,No,3,6,6.5,0.61
2/10/2008,Female,Service,Yes,1,2,1.5,0.12
2/4/2008,Male,Product,Yes,1,4,5.2,0.36
30/09/2008,Male,Service,No,4,4,8.5,0.73
29/09/2008,Female,Service,No,3,5,3.5,0.28
18/03/2008,Male,Service,No,5,10,10,0.91
8/12/2008,Male,Service,No,2,5,8.6,0.67
22/08/2008,Male,Service,No,4,8,7.4,0.67
17/04/2008,Female,Service,Yes,1,4,4.1,0.34
26/08/2008,Male,Service,Yes,2,4,6.6,0.48
1/6/2008,Female,Service,Yes,1,4,5,0.42
23/12/2008,Female,Service,Yes,2,4,4.9,0.38
12/10/2008,Male,Service,Yes,3,5,5.5,0.47
23/08/2008,Female,Service,Yes,1,1,1.3,0.07
4/12/2008,Male,Service,No,3,7,8.8,0.7
28/07/2008,Male,Service,Yes,3,6,9,0.8
1/9/2008,Male,Product,Yes,3,4,4.9,0.39
23/12/2008,Female,Service,Yes,4,7,8.2,0.68
9/7/2008,Female,Product,Yes,3,7,9.1,0.78
20/06/2008,Female,Service,No,3,7,5.9,0.51
30/08/2008,Male,Product,Yes,3,6,5.7,0.41
19/03/2008,Female,Product,Yes,3,5,7.8,0.57
23/12/2008,Male,Product,No,0,1,2.2,0.08
9/1/2008,Male,Product,No,2,4,4.8,0.35
28/09/2008,Male,Service,Yes,3,5,5.3,0.37
29/05/2008,Female,Product,Yes,3,5,5.9,0.45
17/04/2008,Male,Service,No,1,4,7.4,0.52
30/04/2008,Male,Product,No,4,8,6.5,0.65
4/6/2008,Female,Service,Yes,0,1,2.8,0.23
19/02/2008,Female,Service,No,2,2,2.8,0.23
4/7/2008,Female,Product,Yes,1,4,6.1,0.41
5/6/2008,Male,Service,No,3,6,5.6,0.53
24/05/2008,Female,Service,Yes,2,5,6,0.49
4/11/2008,Female,Product,Yes,3,7,7.3,0.53
23/11/2008,Female,Service,Yes,2,2,3.5,0.22
23/10/2008,Male,Product,No,2,5,6.3,0.54
25/09/2008,Male,Service,No,2,5,7.2,0.54
10/8/2008,Male,Product,Yes,1,3,5.6,0.32
25/03/2008,Female,Product,Yes,3,7,6.7,0.6
1/10/2008,Female,Service,No,3,6,8,0.67
24/08/2008,Female,Service,No,3,6,8.6,0.67
18/03/2008,Male,Service,Yes,3,4,4.9,0.44
31/10/2008,Female,Service,Yes,1,2,4.7,0.29
15/04/2008,Female,Service,Yes,2,4,4.7,0.42
2/4/2008,Female,Service,Yes,2,4,5.7,0.38
4/9/2008,Male,Service,Yes,3,8,8.2,0.75
14/01/2008,Female,Service,Yes,1,2,4.4,0.36
22/08/2008,Male,Service,No,3,6,7.8,0.56
24/01/2008,Female,Service,No,1,4,6.3,0.51
19/12/2008,Male,Service,Yes,3,7,8.5,0.81
25/04/2008,Female,Product,Yes,2,4,4.9,0.37
21/03/2008,Female,Product,No,2,5,7.1,0.53
21/01/2008,Male,Service,Yes,1,3,2.9,0.24
18/04/2008,Female,Product,Yes,1,2,5,0.29
4/6/2008,Female,Product,Yes,2,6,8.8,0.72
27/01/2008,Male,Service,Yes,4,7,6.3,0.54
27/08/2008,Male,Service,No,3,7,7.7,0.59
14/10/2008,Male,Product,No,3,7,8.5,0.73
9/4/2008,Female,Service,No,5,9,9.7,0.89
14/06/2008,Female,Service,Yes,4,6,5.8,0.48
28/09/2008,Female,Service,Yes,2,3,5.9,0.38
3/4/2008,Male,Service,No,4,7,6.2,0.56
8/7/2008,Female,Service,No,3,6,7.7,0.77
7/2/2008,Female,Service,Yes,0,1,3.1,0.23
16/01/2008,Female,Service,No,3,4,6.3,0.48
14/10/2008,Male,Service,No,4,8,8.6,0.75
26/02/2008,Female,Product,No,2,2,2.8,0.17
27/12/2008,Female,Service,Yes,2,3,5.8,0.46
27/03/2008,Female,Service,No,5,9,5.9,0.88
14/02/2008,Male,Service,No,1,1,1.2,0.1
24/04/2008,Female,Product,Yes,1,4,4.9,0.28
9/7/2008,Male,Service,Yes,3,7,5.9,0.84
15/04/2008,Female,Service,Yes,1,1,2.9,0.13
4/9/2008,Male,Product,Yes,1,3,3.5,0.27
7/12/2008,Female,Service,Yes,4,7,7.4,0.64
22/12/2008,Male,Service,No,2,3,3.3,0.12
25/03/2008,Male,Product,No,1,4,4.6,0.33
6/11/2008,Male,Product,No,0,1,0,0
19/12/2008,Female,Service,Yes,1,1,3.8,0.29
9/6/2008,Female,Product,No,2,6,8.3,0.78
27/08/2008,Male,Service,Yes,2,2,5.9,0.27
1/12/2008,Female,Product,Yes,2,5,4.9,0.44
23/01/2008,Male,Service,Yes,2,3,4.3,0.35
3/6/2008,Female,Service,Yes,1,3,4.9,0.4
2/2/2008,Male,Product,No,1,2,3.6,0.3
19/12/2008,Male,Service,No,3,4,5.9,0.47
21/02/2008,Male,Product,No,3,5,8.2,0.67
27/11/2008,Female,Service,Yes,3,5,5.8,0.52
5/4/2008,Female,Service,No,3,6,5.9,0.7
18/07/2008,Male,Service,No,3,5,5.9,0.54
7/8/2008,Male,Service,No,3,6,8.2,0.64
27/10/2008,Male,Service,No,4,8,7.9,0.84
25/06/2008,Female,Product,No,2,2,5.1,0.29
10/4/2008,Male,Service,No,3,6,6.6,0.52
1/8/2008,Female,Product,Yes,1,4,4.3,0.35
1/9/2008,Male,Service,Yes,2,4,4.3,0.24
31/05/2008,Male,Product,No,3,6,8.4,0.76
12/12/2008,Male,Product,No,3,6,5.9,0.57
13/05/2008,Female,Service,Yes,5,4,8.1,0.75
10/10/2008,Male,Service,Yes,3,6,7.3,0.62
15/12/2008,Female,Product,Yes,1,2,6,0.38
14/09/2008,Male,Service,Yes,2,3,5.3,0.47
17/04/2008,Male,Service,Yes,0,2,2.3,0.16
9/9/2008,Male,Service,Yes,2,4,6,0.39
19/08/2008,Female,Service,Yes,2,3,4.8,0.26
15/09/2008,Male,Service,No,0,1,2.7,0.21
5/10/2008,Female,Service,Yes,1,4,5,0.28
12/2/2008,Female,Service,Yes,3,6,5.8,0.43
3/3/2008,Female,Service,No,3,6,9,0.76
26/05/2008,Male,Service,Yes,2,6,6.6,0.63
18/09/2008,Male,Service,No,3,6,5.7,0.53
27/08/2008,Male,Product,No,5,9,8.2,0.76
15/03/2008,Male,Service,Yes,2,3,5.9,0.36
9/5/2008,Female,Service,Yes,2,4,3.9,0.17
23/01/2008,Male,Service,No,0,1,4.3,0.28
17/06/2008,Female,Service,Yes,5,10,10,1
17/12/2008,Male,Service,No,3,4,7.7,0.62
2/9/2008,Female,Product,Yes,3,5,5.6,0.38
25/11/2008,Female,Service,No,3,8,8.4,0.88
1/3/2008,Male,Service,Yes,2,3,4.3,0.38
13/02/2008,Female,Service,No,3,6,6.3,0.52
1/7/2008,Male,Service,Yes,1,3,2.2,0.14
4/8/2008,Female,Product,Yes,3,5,5.3,0.43
31/12/2008,Male,Service,Yes,4,7,5.4,0.49
1/7/2008,Female,Product,No,3,7,7.5,0.64
17/01/2008,Female,Service,Yes,3,5,3.3,0.25
3/9/2008,Male,Service,Yes,1,2,2.4,0.14
21/11/2008,Female,Service,No,2,4,5.1,0.26
28/11/2008,Male,Product,Yes,3,7,7.5,0.73
23/04/2008,Female,Product,No,3,4,3.6,0.29
1/6/2008,Female,Product,No,3,6,7.3,0.65
30/11/2008,Male,Product,Yes,2,4,5.9,0.46
13/11/2008,Male,Product,Yes,1,4,4.9,0.28
24/07/2008,Female,Product,No,3,7,7.9,0.69
26/05/2008,Female,Service,No,2,4,3.6,0.31
5/5/2008,Male,Service,Yes,1,4,5.9,0.38
2/10/2008,Female,Service,No,2,4,4.9,0.36
6/10/2008,Male,Product,Yes,1,1,2.5,0.18
1/11/2008,Female,Service,Yes,2,5,5.3,0.36
22/10/2008,Female,Service,Yes,1,4,5.9,0.4
6/8/2008,Female,Service,Yes,3,5,4.3,0.38
24/06/2008,Male,Product,No,2,3,4.6,0.24
22/11/2008,Female,Service,Yes,0,1,4.5,0.21
10/4/2008,Female,Service,Yes,2,3,5.2,0.47
13/08/2008,Female,Product,Yes,0,1,4.4,0.24
15/01/2008,Female,Service,Yes,2,4,5.6,0.35
6/11/2008,Female,Product,Yes,2,4,6.1,0.45
4/8/2008,Female,Service,No,1,3,6.4,0.45
11/5/2008,Female,Product,Yes,1,3,4.1,0.36
5/1/2008,Male,Service,Yes,0,2,4.9,0.3
3/4/2008,Female,Service,Yes,0,1,5.9,0.21
22/03/2008,Male,Service,No,2,4,5.9,0.43
2/8/2008,Male,Product,Yes,5,9,8.5,0.8
24/08/2008,Female,Service,Yes,2,4,5.1,0.42
21/03/2008,Female,Service,No,3,5,4.5,0.36
9/3/2008,Male,Service,No,0,1,0.3,0.02
14/09/2008,Male,Product,Yes,1,1,3.4,0.16
17/03/2008,Female,Product,No,2,5,4.6,0.41
4/3/2008,Male,Service,No,3,5,5.9,0.51
26/03/2008,Female,Product,Yes,0,1,2.5,0.08
1/4/2008,Female,Service,Yes,2,4,6.8,0.45
8/8/2008,Male,Product,Yes,2,4,7.1,0.51
10/6/2008,Female,Service,Yes,2,4,5.7,0.45
25/05/2008,Female,Product,Yes,1,2,5.9,0.19
31/08/2008,Male,Service,Yes,4,6,7.3,0.65
2/4/2008,Female,Service,No,2,2,4.8,0.26
4/3/2008,Female,Service,No,1,1,3.6,0.22
19/07/2008,Male,Product,No,1,2,5.4,0.32
11/12/2008,Male,Service,Yes,2,5,5.9,0.49
8/4/2008,Female,Service,No,1,4,4.3,0.38
2/6/2008,Female,Service,No,2,4,5.9,0.47
30/10/2008,Male,Product,Yes,0,1,0,0
13/01/2008,Male,Service,No,1,1,4,0.25
14/07/2008,Female,Service,Yes,3,5,7.8,0.65
26/02/2008,Female,Service,No,3,6,6,0.54
24/12/2008,Male,Service,No,2,5,7.3,0.58
23/04/2008,Female,Product,No,2,3,5.7,0.41
26/08/2008,Male,Service,Yes,2,5,6.3,0.51
13/12/2008,Male,Service,Yes,2,3,5.9,0.49
30/12/2008,Male,Service,Yes,1,2,5.1,0.28
18/04/2008,Female,Product,Yes,3,5,6.3,0.44
27/06/2008,Male,Service,No,3,7,6.4,0.56
11/3/2008,Male,Product,Yes,1,4,5.9,0.37
2/1/2008,Female,Product,Yes,3,5,4.5,0.36
10/9/2008,Male,Product,Yes,1,2,2.6,0.18
22/01/2008,Female,Product,No,3,5,5.9,0.35
17/11/2008,Female,Service,Yes,2,4,8.1,0.63
15/12/2008,Male,Service,Yes,4,6,5.9,0.56
2/12/2008,Male,Service,No,3,7,5.9,0.78
8/6/2008,Female,Product,No,3,7,8.1,0.8
28/10/2008,Male,Service,No,4,8,7.7,0.67
12/6/2008,Female,Product,Yes,3,6,5.7,0.37
26/10/2008,Female,Product,Yes,1,3,4.3,0.38
7/9/2008,Female,Service,Yes,0,2,3.7,0.19
27/09/2008,Male,Service,Yes,2,4,5.7,0.33
1/10/2008,Male,Service,No,4,8,8.4,0.71
29/03/2008,Male,Product,Yes,3,6,7.9,0.65
28/08/2008,Female,Product,Yes,1,4,5.9,0.51
29/05/2008,Male,Service,Yes,2,4,5.4,0.42
26/07/2008,Female,Service,Yes,1,1,0,0
15/05/2008,Female,Service,No,3,6,7.7,0.56
28/12/2008,Male,Product,No,0,1,3,0.09
2/7/2008,Male,Service,No,2,5,6.1,0.52
25/11/2008,Female,Service,Yes,2,3,1.4,0.11
4/9/2008,Male,Product,Yes,3,5,5.1,0.42
4/8/2008,Female,Service,Yes,2,6,6.3,0.51
2/12/2008,Male,Service,No,3,6,6.2,0.6
29/09/2008,Female,Service,Yes,4,7,7,0.55
15/06/2008,Male,Product,Yes,2,4,8.5,0.69
4/7/2008,Male,Service,Yes,4,4,9.2,0.76
23/05/2008,Male,Service,No,4,8,8.4,0.72
12/12/2008,Female,Product,Yes,1,2,3.8,0.27
14/11/2008,Male,Service,No,3,5,7.5,0.6
9/2/2008,Male,Product,Yes,0,2,3.3,0.14
11/10/2008,Male,Product,No,3,7,7.9,0.82
19/09/2008,Female,Service,No,4,4,6.4,0.57
31/05/2008,Male,Product,Yes,2,3,5.1,0.3
5/12/2008,Male,Product,Yes,2,3,3.8,0.29
30/12/2008,Female,Service,Yes,5,10,8.7,0.77
19/06/2008,Male,Product,No,3,7,8.2,0.72
23/06/2008,Female,Service,Yes,4,7,9.1,0.77
16/03/2008,Male,Service,No,2,3,3.1,0.22
4/7/2008,Female,Product,Yes,0,2,3.6,0.15
7/9/2008,Male,Product,Yes,3,6,7,0.54
3/2/2008,Female,Service,No,4,8,9.3,0.76
21/10/2008,Female,Service,Yes,1,2,0.5,0.05
10/9/2008,Female,Service,No,2,2,1.6,0.03
26/02/2008,Male,Product,No,0,1,4.1,0.17
19/09/2008,Male,Product,No,3,6,5.7,0.55
13/02/2008,Female,Service,Yes,3,5,5.9,0.48
16/04/2008,Male,Service,No,2,4,3.2,0.25
11/6/2008,Female,Product,No,2,4,6.8,0.69
25/06/2008,Male,Product,No,4,7,6.9,0.58
17/12/2008,Male,Product,No,1,3,5.9,0.51
1/10/2008,Female,Service,Yes,2,3,4.1,0.26
8/8/2008,Male,Product,No,2,5,7,0.57
3/4/2008,Male,Product,Yes,3,5,5.6,0.38
29/02/2008,Female,Product,No,2,5,6.5,0.57
14/12/2008,Female,Product,Yes,1,3,5,0.33
11/8/2008,Female,Product,Yes,3,4,6.5,0.52
2/8/2008,Male,Product,Yes,1,4,4.5,0.38
1/12/2008,Female,Service,No,3,6,5.9,0.55
29/06/2008,Male,Product,No,4,9,7.4,0.73
17/05/2008,Female,Service,Yes,1,4,5.9,0.3
29/10/2008,Female,Service,Yes,1,2,4.1,0.18
22/09/2008,Female,Service,No,3,4,3.3,0.24
24/02/2008,Male,Product,Yes,1,3,4.2,0.33
26/09/2008,Female,Product,Yes,3,6,5.6,0.38
19/11/2008,Male,Service,Yes,1,4,7.3,0.52
6/5/2008,Female,Product,No,2,5,8.3,0.67
11/6/2008,Male,Service,No,4,8,7.8,0.73
30/12/2008,Female,Service,No,2,4,6.7,0.51
20/07/2008,Male,Service,Yes,2,5,5.9,0.49
27/12/2008,Female,Service,Yes,0,1,3.9,0.28
8/10/2008,Female,Service,No,3,7,8.5,0.78
17/03/2008,Female,Service,Yes,2,5,6.6,0.53
10/12/2008,Female,Service,No,2,5,5.9,0.64
18/02/2008,Male,Product,Yes,1,4,5.9,0.32
19/01/2008,Female,Service,No,2,1,2.5,0.07
17/12/2008,Male,Service,No,2,5,5.9,0.53
27/10/2008,Female,Service,No,3,4,6.9,0.5
5/12/2008,Male,Service,No,2,5,5,0.45
13/08/2008,Male,Service,Yes,2,5,6.5,0.53
13/08/2008,Male,Product,Yes,4,7,6.8,0.65
27/01/2008,Male,Service,Yes,1,2,5.8,0.41
19/09/2008,Female,Product,Yes,2,3,4.2,0.31
